ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,PAY_AMT1,BILL_AMT2,PAY_AMT2,BILL_AMT3,PAY_AMT3,BILL_AMT4,PAY_AMT4,BILL_AMT5,PAY_AMT5,BILL_AMT6,PAY_AMT6,default.payment.next.month
18228,300000,1,2,2,69,0,3,0,-1,1,8,101205,5548,35945,4233,787,4137,20389,5462,40370,559,39505,37670,1
18229,200000,1,2,2,53,0,1,-1,1,0,0,22416,1169,8468,2610,162768,13782,3142,1770,6145,5517,30283,671,0
18230,30000,2,2,3,48,0,-1,0,1,0,0,81424,4314,7898,17591,19297,10215,23381,1694,77543,207,6595,11,0
18231,30000,2,2,2,50,-2,-2,0,0,0,-1,88879,8471,53472,1404,35791,6293,37249,1148,14574,9099,18477,1772,0
18232,50000,2,3,2,21,1,0,1,0,0,0,231370,8383,86982,747,458,1246,45252,830,87089,7018,31888,3648,1
18233,300000,2,1,1,25,-1,1,0,0,0,0,117396,16816,11686,10334,167649,23795,1967,19804,4814,1052,5003,21921,0
18234,300000,1,1,1,53,-1,2,0,-1,0,4,2353,458,6342,199,110850,616,31486,898,18237,11009,6342,1033,0
18235,80000,2,2,2,31,0,3,-1,-1,0,0,7994,5210,11757,617,9296,4267,14493,5258,54985,3185,142152,6015,1
18236,300000,2,1,1,28,0,2,3,0,0,1,114080,2561,27981,24530,4280,6058,179000,8343,64945,489,21293,23503,0
18237,100000,1,1,1,51,0,-1,1,2,0,0,118463,1522,1357,4752,36506,2409,57153,7968,80533,5084,236724,17305,0
18238,200000,1,4,1,41,1,2,-1,2,0,0,30722,5490,83237,119,48262,3493,23952,7422,34850,3282,33524,14242,0
18239,200000,1,1,2,45,-1,0,-1,8,8,-1,21980,501,24112,4112,30377,6983,46550,1713,7258,2095,57700,4395,0
18240,150000,2,1,1,38,0,3,2,5,0,4,22317,1370,34946,3685,36069,2600,22013,2481,61396,423,28307,6642,0
18241,50000,1,1,1,32,0,2,0,0,0,1,24901,8090,12256,6651,2255,10358,1277,3231,23706,6469,114832,21599,0
18242,50000,2,2,1,32,0,1,0,-1,0,-2,80082,24760,346578,267,19975,2751,1087,1650,110210,3850,11814,6715,0
18243,100000,1,2,2,55,0,4,-1,-1,2,0,26006,5715,50403,18150,15281,4049,100251,10727,37436,8172,110860,42964,0
18244,300000,2,2,2,49,2,0,0,3,-1,-1,3361,14226,96415,8162,12835,18588,151474,33192,31005,1216,32943,2691,0
18245,150000,2,1,0,34,3,0,-1,0,0,2,88088,250,9966,8977,47570,131,115889,31752,105578,3416,53077,4964,1
18246,80000,1,2,1,33,0,1,0,2,0,0,62481,9538,12489,23930,21991,10882,130560,360,1571,3773,38431,3166,0
18247,80000,1,2,2,39,2,-1,-1,1,0,-1,10127,10562,114562,3516,75636,14330,47108,23945,51052,3753,106939,1359,1
18248,200000,2,1,0,40,0,2,3,1,-2,-2,6254,1594,23606,7956,11354,4963,53504,4774,26370,409,69791,7566,0
18249,100000,1,2,2,22,7,3,1,4,0,2,37233,893,45726,14611,8739,3619,10186,5437,19917,10692,19701,5844,1
18250,10000,2,2,1,32,-1,1,0,0,1,2,30869,1278,46327,4262,6273,2653,14499,521,95663,18538,2868,6524,1
18251,10000,1,2,2,64,-1,0,0,0,3,-1,74778,16432,26019,174,107998,7909,15187,13079,84775,14149,13174,100,0
18252,300000,2,3,2,30,0,5,0,0,0,0,48402,16399,29033,4286,42353,10133,30364,13249,11186,6758,2431,5649,0
18253,200000,2,2,2,56,-1,2,-1,2,3,2,18894,7094,28028,2031,38052,9530,76541,21657,34453,615,627,5436,0
18254,100000,1,3,1,37,-2,0,7,-1,1,0,15882,17295,19448,4684,5278,1270,14447,4226,2777,4108,161075,445,1
18255,10000,2,1,1,27,0,0,1,5,2,-1,58952,4307,143548,1627,991,6119,33174,1355,52307,8002,44901,726,0
18256,20000,2,1,2,57,-2,1,0,7,0,0,27247,9136,27643,10297,82895,38091,15761,693,24738,6602,496,18513,0
18257,30000,2,2,3,56,1,0,2,0,1,0,86940,5708,124648,9786,2317,3419,34390,5065,5877,9078,27735,3290,0
18258,30000,2,1,1,38,2,0,1,4,0,1,18482,2766,76000,2085,13852,2257,51049,4205,34942,965,10386,1218,0
18259,20000,1,2,1,33,-1,3,2,0,0,3,178237,5198,24646,9455,10081,10410,66366,15885,26061,5204,15177,10414,0
18260,20000,2,1,2,33,1,0,3,1,-1,0,13925,8836,21019,8881,1227,2583,10716,10280,46431,170,113576,4704,0
18261,100000,2,2,2,60,0,8,1,0,1,0,53131,25374,70151,11366,30957,12018,77409,9494,88060,32088,54597,8084,0
18262,150000,1,2,1,32,0,0,1,2,0,-2,10877,14961,31686,11978,3960,315,57580,1409,93530,316,98371,3567,0
18263,50000,1,1,2,35,0,2,2,5,-1,0,14414,6387,1662,5422,45066,2565,118184,3769,937,2804,160468,4124,0
18264,10000,2,2,1,68,-1,0,0,0,1,1,27927,20477,53630,7654,5371,4756,15110,3892,45045,5007,81060,16577,1
18265,100000,2,2,3,71,4,-1,0,0,0,4,127750,7372,70346,4023,89528,4089,33643,20456,34024,6394,14184,9040,1
18266,150000,2,1,1,57,-1,2,1,-1,-1,2,126039,2217,2261,7747,77290,3437,92043,10424,22307,8145,112163,1428,0
18267,50000,1,1,1,23,1,2,0,1,8,-1,122038,3667,15709,20563,99130,1400,43178,12187,40040,4463,30980,6558,1
18268,100000,2,2,1,30,0,1,0,0,1,0,34338,1889,8437,14802,2772,4072,45827,899,4988,1760,20379,11994,0
18269,300000,2,1,1,43,2,4,0,1,0,1,2628,1390,165219,372,81095,8786,217,2871,29482,5298,45536,5162,1
18270,50000,1,2,1,24,0,-1,3,0,1,-1,5650,7515,14482,989,60406,16344,121131,4768,72941,7753,97969,10971,1
18271,50000,2,4,2,64,1,0,0,2,5,0,8529,6340,32227,5914,28312,2304,32886,5077,10197,8042,123296,12049,0
18272,80000,1,2,2,45,2,7,2,2,0,0,29066,262,181798,427,76396,679,85100,10359,34753,4437,42176,678,1
18273,30000,2,3,2,21,-1,0,2,0,-1,-1,24931,5213,12821,2978,17727,461,39348,2559,160518,18544,20268,32744,0
18274,20000,1,3,2,25,1,0,-2,4,3,0,9114,13563,11733,6082,38547,14588,60684,12607,86388,3540,43323,945,1
18275,300000,2,1,2,25,0,0,3,0,2,-2,141369,1661,39161,2821,3713,14564,14394,4087,166898,849,58995,3817,0
18276,10000,2,2,2,67,5,4,0,-1,0,0,30320,1216,92986,5288,50494,5601,18093,3511,381,6593,10080,7137,1
18277,80000,1,3,2,47,7,1,0,2,0,4,49438,1977,31641,5323,176642,8845,53232,801,53691,6935,98,663,1
18278,80000,1,2,1,27,1,-1,0,-1,1,0,1774,19912,2328,4290,13601,12665,27436,8753,53829,5287,2165,13296,0
18279,200000,2,2,1,69,1,0,2,4,4,2,19124,6948,47587,9261,39863,2068,5617,11275,49090,14225,66267,36164,1
18280,100000,1,2,1,44,0,-1,-1,4,-1,0,62637,2015,8870,3285,165481,15142,26644,15110,21597,7980,71530,307,0
18281,100000,1,2,2,43,0,3,0,1,7,-1,66416,5287,3575,1380,41311,559,59064,12277,10769,7083,1451,1698,0
18282,100000,1,1,2,28,0,0,0,3,0,1,18182,24727,95419,17185,24455,9854,80973,11846,49386,6100,199976,1106,0
18283,50000,2,2,2,50,0,6,2,0,0,3,86553,3923,54953,506,7641,3489,205479,24067,42221,2499,4570,2038,0
18284,10000,2,2,1,51,0,7,-1,0,1,2,1807,3400,18040,6392,33247,9144,133180,1469,17898,6862,20672,1825,0
18285,30000,1,2,2,36,2,1,-1,-1,-1,1,111751,7926,126545,3007,27630,17131,1588,15184,37039,1621,73990,9824,1
18286,100000,1,2,2,48,2,1,-1,-1,0,0,3671,7584,84316,15554,64500,555,1538,2153,99692,2964,76539,15812,0
18287,80000,1,1,1,21,0,0,3,1,3,2,8396,15141,112152,356,5114,5091,48941,1156,11950,17518,90823,14130,0
18288,10000,2,2,1,31,0,0,0,0,0,0,48095,16907,18181,24707,72873,3136,85673,19464,47404,20924,88297,838,1
18289,80000,1,1,2,71,2,0,-2,6,0,-2,55578,6942,72148,673,23134,6312,786,12681,4231,6024,83728,282,0
18290,20000,1,3,2,58,3,4,2,0,7,0,77949,1898,1664,6576,82071,4325,100568,10416,5387,2957,3012,11265,1
18291,10000,2,2,1,43,-1,0,1,0,0,1,128771,31494,63246,3027,132485,11447,56960,48614,108874,1812,251197,5045,0
18292,50000,1,1,1,52,1,5,0,0,-2,8,28518,4884,91824,5889,34844,6337,41148,1582,8663,10928,38529,4658,0
18293,100000,2,2,2,52,4,2,8,0,-1,-1,4591,20279,14666,1251,6760,9921,78766,2819,45347,8586,61926,3697,1
18294,150000,2,3,1,49,0,0,0,0,2,0,31242,6905,1022,8199,4081,4340,17519,1562,63431,2054,10190,19106,1
18295,300000,1,1,1,51,0,0,0,1,2,2,12597,12649,104970,46202,100312,2073,55951,4140,6537,4623,5571,196,0
18296,80000,2,1,2,39,-2,-1,0,3,3,3,14465,18163,602,6238,113437,1274,5381,4798,6486,14415,89084,3186,0
18297,200000,2,2,1,29,2,-1,0,-1,0,1,7454,1721,9021,7482,10449,4805,5248,8047,49214,3726,32119,4254,1
18298,200000,2,2,1,52,2,0,5,0,0,2,72435,10948,58030,6944,119554,4561,30997,5999,81474,1708,44996,23881,1
18299,300000,2,2,2,51,4,0,-2,1,-1,0,89960,986,10007,4111,28681,1375,13746,5061,27690,84,68139,1593,1
18300,30000,1,2,2,25,1,4,1,-1,0,5,18660,7414,94115,663,3864,14,46300,9054,43166,16459,4723,16430,0
18301,30000,2,4,2,43,0,0,0,4,0,-1,4091,10533,130796,5824,29960,7669,17788,6586,20508,7363,88996,626,0
18302,300000,1,1,1,66,-1,-2,0,0,0,7,1153,7621,32903,6078,43592,18779,46953,4029,12973,941,69381,200,0
18303,150000,2,3,1,41,0,-1,0,0,4,0,17548,12403,8059,3978,20690,22577,26391,1019,27372,3040,18695,2021,0
18304,50000,2,1,1,40,0,0,-1,0,3,5,31944,6450,24530,11137,34498,6406,47668,4963,91950,6725,55136,4357,0
18305,10000,1,1,0,33,-1,0,0,3,-1,-1,27814,21975,22690,9979,9590,5422,15627,15819,13441,23328,3971,25800,0
18306,150000,2,1,1,65,0,-2,-2,0,0,0,1717,5330,4871,34218,16903,12580,15217,352,12153,2091,76062,568,0
18307,100000,1,3,2,40,0,0,2,0,2,-1,11757,9513,18075,38905,1748,4848,48274,21844,7870,1492,21432,11360,0
18308,30000,2,2,2,67,-1,1,1,0,-1,0,15127,12787,48159,12502,29763,2753,120348,8934,16442,15401,90282,1287,0
18309,80000,2,2,1,33,1,-1,0,0,1,4,18603,1379,5656,23838,4012,4593,732,2753,9279,32117,17518,3758,0
18310,30000,1,2,2,27,1,-1,0,1,1,2,53893,278,25881,11327,12163,19445,8829,2850,3488,22951,8345,2066,0
18311,200000,2,2,2,54,0,0,0,1,2,0,9203,8883,58936,3811,17122,4161,75507,241,77810,15344,29163,2083,1
18312,80000,2,2,1,72,-1,-1,0,0,1,-2,6932,9974,137258,13044,98416,11759,69591,1336,4095,17557,51218,44060,1
18313,100000,1,3,2,73,0,0,2,0,1,6,29254,28258,7664,9214,116539,1017,45774,16734,87235,3318,36643,5099,1
18314,20000,2,1,2,73,1,1,0,1,5,0,11818,27267,16205,31066,115113,2189,47843,5857,7353,37180,91169,1457,1
18315,200000,2,2,2,37,1,7,1,-1,0,3,46874,2826,22744,9756,1211,3964,29497,2643,136905,12152,214105,5296,0
18316,300000,2,2,2,50,1,-2,1,2,2,1,237231,9937,72502,8628,9237,11224,44933,3447,5193,4600,1350,473,1
18317,30000,2,2,2,24,2,1,0,0,1,0,51481,7148,34023,542,142087,12068,70670,10409,57447,71,128935,2141,1
18318,100000,2,3,2,24,1,0,3,2,0,0,28920,3077,35045,2733,9738,7201,44845,10789,26641,8666,34553,3381,0
18319,100000,1,1,1,70,-1,0,1,2,1,3,29345,1362,38536,4275,9677,12926,91053,430,50024,14432,18154,23711,0
18320,20000,1,3,1,57,2,8,4,5,7,1,79038,5220,22037,281,94249,16071,97210,4338,28894,371,49434,4666,0
18321,200000,2,3,1,59,0,8,0,0,0,-1,25090,5610,199553,23469,31896,20542,3774,567,38821,6489,4560,10315,0
18322,80000,2,2,2,56,0,1,0,-1,0,2,77528,6434,98760,21649,326021,2003,63575,10075,10701,13131,1040,16737,1
18323,200000,2,1,2,35,-2,-1,1,2,1,0,12979,21045,23888,6671,30605,93,100384,8551,341,253,73164,21001,0
18324,200000,1,3,2,42,0,0,0,1,0,0,101781,9421,31377,181,196894,5220,14099,3806,74365,2014,31845,4511,0
18325,30000,2,3,1,31,1,2,0,-1,0,-1,5838,5486,3897,1,12282,27800,33743,3856,17299,5983,87196,3256,1
18326,80000,2,2,2,56,3,1,0,0,0,0,26258,9075,54603,1474,24769,9439,68785,6860,35476,1462,77113,638,1
18327,150000,2,1,2,52,0,1,1,2,1,0,4568,4735,89690,171,70063,15980,16030,678,3040,3460,87321,6968,0
18328,80000,2,2,1,39,0,2,1,3,2,3,84853,7055,68358,15757,155732,5661,34049,746,37868,4859,41918,41402,0
18329,100000,1,3,2,36,-1,0,0,6,0,0,78718,857,24414,27987,39412,12378,7957,7407,10611,8208,7887,7816,1
18330,20000,2,2,2,30,0,1,0,1,1,0,48924,498,67225,8076,42624,4212,28958,1939,45883,1650,140672,1310,1
18331,200000,2,2,1,63,0,-1,1,-1,3,1,14144,4336,93394,1730,171732,23102,4808,5908,55021,17685,20079,817,0
18332,80000,2,1,1,37,-1,0,3,-1,6,0,4037,13354,71183,1155,33672,13091,76584,11746,60308,13365,21885,3834,0
18333,100000,2,1,3,63,0,0,2,8,-1,-1,3955,32429,74564,16354,5610,1591,5883,3534,56911,7307,100068,6489,0
18334,10000,2,2,2,63,5,1,0,5,1,0,91434,599,91288,1493,56132,17,19238,5120,610,23757,70597,2893,1
18335,20000,2,2,2,26,1,0,1,3,-1,4,27612,16429,11088,24100,173945,5156,3980,19039,10132,3298,14965,5258,0
18336,50000,2,1,2,68,1,5,-1,0,1,1,65113,3464,53373,1996,30899,2472,57572,15226,260423,8950,119707,11448,0
18337,300000,1,3,2,65,0,0,3,1,-1,2,45009,24071,76697,12215,32319,2196,1877,4430,4420,55822,18129,4125,0
18338,100000,2,2,1,71,0,-1,0,0,0,2,38191,14407,51785,48983,36859,7405,64664,20629,12523,3169,104268,4824,0
18339,200000,1,2,2,53,3,-1,1,3,-1,-1,47797,12748,2684,778,4817,10668,93781,13583,43399,1351,38112,448,0
18340,20000,1,2,1,40,0,0,0,0,0,0,29107,12000,160041,9444,68249,6115,8916,8480,62702,4673,29171,1322,0
18341,80000,2,1,1,34,0,0,0,1,1,4,87590,7130,41953,917,1296,625,99232,21785,6614,8923,137914,22712,0
18342,10000,2,3,1,63,-1,0,1,1,2,1,216470,1382,27027,9786,61470,4575,44193,11087,1776,4020,38281,14463,0
18343,50000,2,2,1,48,1,3,3,1,-2,2,11411,5617,29159,4028,990,7252,24991,4203,18466,2280,125583,120,0
18344,10000,1,1,1,72,-1,1,-1,0,3,0,101574,11617,37707,6596,49998,4381,5593,4388,72111,2657,29672,5749,1
18345,300000,1,2,1,60,-1,0,0,0,0,2,51034,21883,5351,6160,1529,17858,26879,12052,207216,32,53022,816,0
18346,20000,1,2,1,26,0,2,4,-2,2,7,127721,9389,26823,3829,66929,1291,14545,3412,267,7163,36496,16667,1
18347,150000,2,3,2,39,-2,1,-2,-1,1,-1,102349,3542,133036,8997,83168,12805,102452,2467,5723,1339,21812,710,0
18348,30000,2,1,1,73,-1,1,0,0,0,5,93664,2589,8258,2072,85846,6836,35432,4625,53333,7615,52850,31584,0
18349,20000,1,2,2,63,0,4,0,5,-1,0,114423,13596,25161,156,132753,7633,52804,305,54680,9428,54848,29524,1
18350,50000,1,1,1,26,-2,0,2,8,4,-1,11196,1796,70682,6015,83117,4832,16034,2433,34027,25637,4382,3786,0
18351,150000,2,1,2,63,0,4,0,-2,0,0,4290,3605,10666,3949,5993,4850,123681,5293,2759,2792,48254,16630,0
18352,150000,1,1,1,25,5,1,0,-1,1,-1,54491,13204,28002,20051,720,19635,22097,3740,10556,4477,113442,10227,1
18353,300000,1,1,2,22,0,0,0,4,0,1,89524,11927,63711,7715,9476,2539,7621,8258,23764,12281,56222,388,0
18354,30000,1,2,2,68,2,3,0,1,4,3,57561,6847,5564,101,53555,5306,177008,14733,14545,1181,157813,3654,1
18355,150000,1,2,3,26,-2,0,-1,-1,0,4,40339,7885,28376,2151,189306,6542,24484,20842,10358,4230,51436,3894,0
18356,100000,1,2,0,34,1,0,0,-1,0,2,32584,3803,83073,17242,11877,11952,80278,9285,6343,10007,91384,1760,0
18357,150000,1,2,2,34,0,0,0,-1,5,7,815,1063,82476,6021,2660,1919,54120,9373,57047,22647,8310,2546,1
18358,150000,1,1,2,50,0,1,1,0,1,4,8937,12864,61884,20940,6680,16093,34431,10,19328,2144,14881,2717,0
18359,80000,2,2,1,65,-2,4,1,1,2,2,6865,7158,58383,1692,3263,5943,28932,13213,15648,3576,17934,10857,0
18360,300000,1,1,2,60,1,0,0,0,3,0,3610,8198,48985,65,80661,26200,30077,266,41453,1207,5528,8366,0
18361,150000,2,3,1,44,2,4,-1,0,1,2,22440,11977,9799,1552,35212,19855,49607,6878,19456,23292,114896,1179,1
18362,150000,2,1,2,50,-1,-1,2,0,0,0,92397,29560,9160,4027,17649,26919,23480,2003,11963,62,5236,11431,0
18363,30000,1,1,2,31,2,-1,1,0,0,1,67467,1789,4204,2880,14623,41258,44786,3892,91371,2749,1012,518,0
18364,10000,2,2,1,34,3,0,0,-1,3,0,26380,20285,18757,5763,200705,6890,11544,7433,12696,3723,31126,70,1
18365,80000,1,3,2,42,2,1,0,-1,0,0,39239,827,15264,2794,2409,8137,27217,15208,14890,21897,74890,7693,0
18366,200000,2,1,1,23,2,1,1,-2,0,7,107761,23723,85508,12843,3190,14696,97200,9731,68506,2803,106624,1451,1
18367,80000,2,2,2,49,1,-2,1,-1,-1,-1,44940,1968,56163,26106,41673,26421,65783,133,59780,9903,3901,2563,1
18368,30000,1,4,0,68,2,-2,0,1,3,-1,87485,1455,51838,2425,27497,3223,38875,4364,74016,607,19330,7834,0
18369,300000,2,2,2,66,3,1,0,0,2,2,189987,3879,35111,4661,21921,21645,30616,3061,35017,2745,2687,5619,0
18370,20000,1,2,1,28,0,0,4,-1,-1,0,127085,9103,36527,6961,31598,9793,1651,16980,1189,22836,48998,7120,0
18371,30000,2,3,2,69,2,0,1,0,0,0,48740,48325,5793,1752,118764,5665,10970,4509,87957,5792,169986,1588,1
18372,50000,1,2,2,27,2,-2,-1,0,0,3,130703,3201,69088,2402,13065,2898,185555,1237,23019,2833,99234,15721,1
18373,10000,1,1,2,44,-1,8,0,0,4,-2,31290,85,10297,8088,49501,2609,171963,1748,54467,15896,12391,1167,1
18374,50000,2,1,1,25,0,1,3,-1,-1,4,31490,5997,38972,3412,2802,3228,94366,11333,19195,2756,22695,9477,0
18375,50000,1,2,2,40,3,4,0,3,0,1,14933,5573,34529,2614,25678,2544,84496,29196,16103,1053,34545,6029,1
18376,300000,1,1,2,25,0,0,0,0,0,0,167327,3022,36854,833,1219,1051,10805,5742,77739,730,10269,9029,0
18377,200000,2,2,2,69,8,0,-1,2,0,-1,45779,6062,15679,742,561,1519,1407,8164,19347,15070,50093,7048,1
18378,20000,1,2,2,26,1,0,0,1,1,0,85415,23227,81660,3406,155501,188,142781,24642,2367,1673,12873,17744,1
18379,150000,2,2,1,48,-2,-1,0,0,0,2,54770,384,173374,5496,96274,2753,11311,19425,37977,6682,27452,6889,0
18380,100000,2,1,1,35,0,0,1,0,1,0,43817,9683,24163,3659,18344,11465,202143,19067,8463,16693,2348,22345,0
18381,150000,2,2,1,46,2,0,4,1,2,1,59900,1568,68530,2577,192485,1003,11566,2101,200116,724,12110,5257,0
18382,50000,1,3,1,73,0,0,4,4,0,-1,37442,22122,46705,3704,30694,9738,25968,5411,2884,6215,813,4818,0
18383,80000,2,1,2,65,0,2,0,2,0,0,9185,2866,9146,27341,49701,2868,8906,17303,49615,2304,1899,3956,0
18384,100000,1,2,1,41,0,0,0,1,0,0,29883,1094,12681,15161,16262,7948,19715,4992,184678,11551,38865,11098,0
18385,300000,2,2,2,41,0,1,4,0,8,2,4190,6106,9701,8134,40855,10243,18183,2462,159177,3560,58241,655,0
18386,20000,2,1,3,29,-1,7,-1,1,3,0,5733,3769,46865,5424,13092,4440,40426,5740,37548,1901,10393,1097,1
18387,300000,2,2,2,67,-1,0,0,2,-1,0,27342,3911,42403,12967,57125,3765,43377,15991,70455,14642,4005,10527,0
18388,10000,1,2,2,64,2,0,1,-1,0,0,161898,4147,41504,457,9512,9939,50099,12145,329,8134,2013,5564,1
18389,50000,2,3,1,61,1,2,-2,0,-2,1,55433,2144,41677,1318,48204,19691,12010,4184,92593,8788,243744,11937,1
18390,80000,1,1,3,30,0,1,0,0,-1,-1,116342,2877,43774,7919,52906,3744,25806,2021,45345,6291,7877,1663,0
18391,300000,1,2,1,68,2,2,0,2,1,2,1679,2830,20619,979,31140,14003,3497,8366,160414,8024,54390,1564,1
18392,100000,1,1,2,45,1,-1,3,1,1,1,57592,6110,23763,1879,25677,1134,2146,5228,49060,6703,80481,5187,0
18393,50000,1,1,1,41,0,1,0,1,0,0,27083,25150,15379,5722,35144,36,42284,2776,57667,3897,82697,226,0
18394,20000,1,1,1,54,1,1,2,0,1,1,59376,11587,23886,20650,4020,8502,37278,2393,26668,7799,126301,2741,1
18395,80000,2,1,2,51,0,-1,0,4,-1,0,137812,21059,18545,2451,64212,9548,68586,1966,25849,13517,123159,13381,0
18396,200000,1,1,1,22,1,-1,0,-1,1,0,33130,6955,38736,31712,5955,3794,21017,1086,7800,7266,25032,3780,0
18397,200000,2,2,1,62,0,4,-2,-1,-1,-1,5211,26427,198100,919,592,4683,21474,21233,46751,21276,7007,884,0
18398,100000,2,2,1,60,1,-1,0,3,1,0,51899,1311,15184,7362,6369,9968,34592,14254,115034,15323,19802,9585,0
18399,10000,1,2,2,36,2,1,3,-1,1,-1,98703,1705,40092,966,32990,6863,50650,1913,13025,2166,30140,18724,1
18400,200000,2,1,2,55,0,0,0,0,1,-2,44182,1382,86459,860,11954,275,140264,10080,8393,4493,11594,10638,0
18401,50000,2,2,2,69,0,2,1,-2,0,0,106454,5362,24904,4929,1149,365,103499,850,20590,4697,58195,4193,0
18402,20000,1,2,2,70,1,-1,-1,0,2,0,4886,6336,1150,5758,2976,9173,58168,2117,36608,26976,152320,2708,0
18403,10000,1,3,1,51,0,-2,7,2,-1,-1,3203,9017,9818,163,4893,2353,4168,19853,2312,19460,8672,20319,1
18404,150000,2,2,1,32,7,2,0,5,4,0,6794,3931,39356,46,24085,6072,85217,2532,176354,5144,50654,1532,0
18405,20000,1,2,2,74,1,3,0,0,2,0,273354,7168,59678,6211,13855,18386,96302,6595,9348,21716,21427,1063,1
18406,50000,1,1,1,43,0,1,3,-1,-1,4,18871,8817,24746,719,22104,8224,32284,3278,46182,2327,20609,142,0
18407,50000,2,1,1,62,1,0,-1,-1,2,2,55574,15173,162376,2954,72235,10295,36117,1636,117155,6952,10019,9949,0
18408,10000,1,1,1,64,3,0,2,0,0,2,73416,778,62184,11729,26987,469,2483,6347,94251,1827,45979,3655,1
18409,20000,1,2,1,58,2,2,0,1,-1,-1,16476,5326,20905,14534,33657,18988,19268,3461,19440,61,61877,2803,1
18410,10000,1,1,1,37,4,0,1,-1,2,2,12017,1241,75224,8822,26331,4378,43665,1250,68995,1203,8849,3816,1
18411,100000,1,3,1,64,-1,1,3,1,2,0,59905,2229,30671,15038,885,13378,65833,1629,427,4679,94719,1530,0
18412,30000,1,2,1,34,0,4,2,0,5,8,59319,4032,60464,8448,15893,1941,23004,5120,60438,5021,6225,4013,0
18413,10000,1,2,2,53,4,0,1,1,0,0,29424,725,18427,4189,1844,2088,28438,3028,55307,12252,1720,11840,1
18414,200000,2,1,1,68,1,-1,0,4,1,-2,29502,3635,25365,10306,6773,6826,1654,3988,40136,845,144273,1225,0
18415,50000,1,1,2,68,4,2,-2,-1,-1,4,77671,4956,57926,3296,1583,7389,19325,12724,1104,15191,224466,5915,0
18416,150000,2,2,3,26,0,1,1,-1,0,0,28678,38392,175371,2258,40790,15272,13020,6643,15324,9328,64050,3062,0
18417,20000,2,2,1,43,1,0,0,3,1,0,20852,950,21402,4879,23210,4430,85090,10536,138550,5125,13823,2929,1
18418,100000,2,1,1,68,0,0,0,1,0,-1,52025,3149,5653,13388,89137,19281,36118,9757,57962,6419,86969,8956,0
18419,100000,2,1,1,69,1,3,0,0,-1,0,103400,18492,12459,2272,1297,8672,39496,7213,93010,745,20260,435,1
18420,150000,1,1,1,51,1,5,-1,-1,1,0,191723,994,50834,7977,50784,7056,536,3293,18807,9820,1882,13255,0
18421,10000,2,1,2,60,1,-2,-1,1,1,3,15808,9004,19642,4653,149716,9302,60632,17428,25211,28761,160984,12298,0
18422,10000,1,2,2,25,0,1,8,-1,-2,3,67967,5243,17050,15559,5650,8566,12746,5569,15597,2679,21157,4124,0
18423,20000,2,1,2,23,6,6,2,-1,3,0,25979,7449,148666,1210,15865,2762,31255,2131,64460,13815,58981,6732,1
18424,20000,2,1,1,58,0,-1,2,4,-1,2,69296,15316,41448,48979,52456,7619,32980,92,48187,3298,19874,2776,0
18425,80000,1,2,2,73,2,-1,2,1,8,0,4282,3435,17948,6802,12518,3465,54297,9469,26860,8605,22870,5042,1
18426,10000,1,2,2,48,-2,-1,1,-1,-2,4,38372,19647,34138,37974,103999,1994,19588,9517,2723,1947,75647,3987,0
18427,20000,2,3,2,51,-1,0,8,4,0,1,172807,805,66108,9853,62796,113,84470,2548,26168,464,117529,15177,1
18428,100000,1,1,1,74,0,2,0,0,0,1,53101,23290,63036,18169,19486,4655,45827,2987,67458,2593,45522,17795,0
18429,30000,2,2,2,37,1,0,4,3,0,1,55508,22948,66595,2289,88798,7871,10731,2027,48905,5584,38969,4627,0
18430,50000,1,3,2,42,0,0,0,1,1,0,10117,1530,281,2739,224686,2349,86280,7314,10870,24303,36530,18287,1
18431,10000,1,2,2,67,2,1,0,0,0,0,8286,2518,76020,11185,307080,4537,37852,2516,51500,7321,33307,6545,1
18432,80000,2,2,1,33,-1,0,1,3,0,-1,85159,1607,24374,2765,46217,18561,26740,7732,45132,5246,80675,23433,0
18433,50000,1,2,1,69,0,0,0,1,1,2,20243,2403,11390,14973,95441,3901,8595,10904,3488,8143,10921,2061,0
18434,200000,2,2,2,64,0,0,0,-1,-1,0,97170,2651,21590,981,61994,3578,98511,13547,54974,6125,7254,7850,0
18435,30000,1,3,1,41,-1,4,1,0,5,8,4271,10131,10284,1883,51118,14328,254169,1366,42486,33001,2522,2097,0
18436,10000,2,2,1,67,1,0,-2,-1,3,0,18065,3915,96924,13791,17400,8552,14934,1642,38544,7956,29342,2662,1
18437,80000,2,2,2,41,3,1,0,0,1,-2,82421,33647,27736,10232,50726,23310,46031,2304,6741,1920,50041,1625,1
18438,10000,2,2,1,26,3,0,0,1,2,0,238628,3908,156229,19305,67603,395,25172,12944,22282,2534,19292,12688,0
18439,80000,1,2,1,30,0,0,0,0,0,0,750,4252,63779,1315,14421,4651,4986,1503,20863,3264,8535,18899,0
18440,300000,2,2,2,60,5,6,2,1,0,0,36597,1555,37915,2496,51416,3923,102697,2837,44147,902,16519,1001,0
18441,80000,2,1,2,34,2,1,-2,3,1,5,122654,2342,215064,4236,163381,17798,74196,14719,5392,3301,7681,5635,0
